CaseID,contest_no,Education,Gender,Country of Origin,Reason for Application,Job,Job Experience,Job Plans,Prior Entry,Language Skills,Chosen_Immigrant,ethnocentrism,profile,LangPos,PriorPos
726,3,no formal,female,Philippines,reunite with family,waiter,1-2 years,contract with employer,once as tourist,broken English,1,0,2,8,1
726,4,4th grade,female,Somalia,escape persecution,child care provider,3-5 years,interviews with employer,many times as tourist,used interpreter,0,0,1,8,1
726,4,two-year college,female,France,seek better job,nurse,none,will look for work,once w/o authorization,tried English but unable,1,0,2,8,1
726,5,college degree,male,France,seek better job,computer programmer,3-5 years,no plans to look for work,once as tourist,used interpreter,0,0,1,8,1
726,5,college degree,male,Poland,seek better job,computer programmer,5+ years,no plans to look for work,six months with family,tried English but unable,1,0,2,8,1
727,1,college degree,male,Mexico,seek better job,teacher,1-2 years,will look for work,once as tourist,fluent English,0,41.666668,1,1,6
727,1,graduate degree,female,China,escape persecution,waiter,3-5 years,will look for work,never,broken English,1,41.666668,2,1,6
727,2,graduate degree,male,Somalia,reunite with family,doctor,1-2 years,interviews with employer,many times as tourist,tried English but unable,0,41.666668,1,1,6
727,2,college degree,male,Mexico,reunite with family,janitor,none,will look for work,once w/o authorization,broken English,1,41.666668,2,1,6
727,3,high school,female,Somalia,seek better job,construction worker,5+ years,contract with employer,once w/o authorization,tried English but unable,0,41.666668,1,1,6
727,3,two-year college,male,Germany,seek better job,nurse,3-5 years,will look for work,once as tourist,fluent English,1,41.666668,2,1,6
727,4,graduate degree,male,India,reunite with family,nurse,5+ years,no plans to look for work,once as tourist,broken English,0,41.666668,1,1,6
727,4,graduate degree,male,France,seek better job,financial analyst,5+ years,interviews with employer,once w/o authorization,tried English but unable,1,41.666668,2,1,6
727,5,college degree,female,Philippines,seek better job,computer programmer,1-2 years,will look for work,once as tourist,tried English but unable,1,41.666668,1,1,6
727,5,high school,male,Somalia,reunite with family,child care provider,none,interviews with employer,never,tried English but unable,0,41.666668,2,1,6
728,1,graduate degree,male,Sudan,reunite with family,doctor,none,no plans to look for work,many times as tourist,tried English but unable,1,26.666664,1,3,6
728,1,4th grade,male,India,reunite with family,janitor,5+ years,interviews with employer,six months with family,tried English but unable,0,26.666664,2,3,6
728,2,8th grade,male,Iraq,reunite with family,construction worker,1-2 years,no plans to look for work,many times as tourist,used interpreter,0,26.666664,1,3,6
728,2,graduate degree,female,France,reunite with family,janitor,none,no plans to look for work,once as tourist,broken English,1,26.666664,2,3,6
728,3,4th grade,male,France,reunite with family,gardener,5+ years,interviews with employer,once w/o authorization,fluent English,0,26.666664,1,3,6
728,3,no formal,female,Germany,seek better job,nurse,3-5 years,contract with employer,once as tourist,broken English,1,26.666664,2,3,6
728,4,high school,female,China,seek better job,nurse,1-2 years,contract with employer,many times as tourist,used interpreter,0,26.666664,1,3,6
728,4,college degree,female,Sudan,reunite with family,computer programmer,3-5 years,contract with employer,never,used interpreter,1,26.666664,2,3,6
728,5,4th grade,male,Iraq,escape persecution,waiter,5+ years,contract with employer,once w/o authorization,tried English but unable,0,26.666664,1,3,6
728,5,graduate degree,male,Iraq,escape persecution,waiter,5+ years,interviews with employer,once w/o authorization,tried English but unable,1,26.666664,2,3,6
729,1,8th grade,male,Philippines,reunite with family,gardener,3-5 years,interviews with employer,once as tourist,used interpreter,1,50,1,9,1
729,1,4th grade,male,France,reunite with family,janitor,none,interviews with employer,many times as tourist,broken English,0,50,2,9,1
729,2,graduate degree,male,China,seek better job,doctor,none,contract with employer,many times as tourist,used interpreter,1,50,1,9,1
729,2,no formal,female,France,seek better job,child care provider,3-5 years,no plans to look for work,six months with family,used interpreter,0,50,2,9,1
729,3,two-year college,male,Poland,seek better job,doctor,3-5 years,contract with employer,once as tourist,fluent English,1,50,1,9,1
729,3,4th grade,female,France,seek better job,nurse,5+ years,will look for work,never,fluent English,0,50,2,9,1
729,4,high school,male,Germany,seek better job,janitor,1-2 years,interviews with employer,once w/o authorization,tried English but unable,0,50,1,9,1
729,4,graduate degree,female,Philippines,reunite with family,teacher,1-2 years,interviews with employer,six months with family,used interpreter,1,50,2,9,1
729,5,4th grade,male,Sudan,escape persecution,teacher,3-5 years,no plans to look for work,never,tried English but unable,0,50,1,9,1
729,5,high school,male,India,reunite with family,child care provider,none,no plans to look for work,six months with family,broken English,1,50,2,9,1
730,1,no formal,female,Philippines,seek better job,janitor,1-2 years,contract with employer,many times as tourist,broken English,0,3.333332,1,3,1
730,1,graduate degree,female,Poland,reunite with family,financial analyst,1-2 years,contract with employer,six months with family,broken English,1,3.333332,2,3,1
730,2,high school,female,Philippines,reunite with family,waiter,1-2 years,interviews with employer,many times as tourist,used interpreter,0,3.333332,1,3,1
730,2,college degree,female,Poland,reunite with family,nurse,5+ years,contract with employer,six months with family,used interpreter,1,3.333332,2,3,1
730,3,8th grade,male,Mexico,seek better job,gardener,5+ years,interviews with employer,once w/o authorization,tried English but unable,0,3.333332,1,3,1
730,3,no formal,male,Poland,reunite with family,nurse,5+ years,interviews with employer,once as tourist,fluent English,1,3.333332,2,3,1
730,4,college degree,male,Sudan,reunite with family,teacher,3-5 years,contract with employer,once as tourist,fluent English,1,3.333332,1,3,1
730,4,8th grade,male,France,seek better job,construction worker,3-5 years,no plans to look for work,six months with family,tried English but unable,0,3.333332,2,3,1
730,5,8th grade,male,France,reunite with family,construction worker,1-2 years,interviews with employer,never,tried English but unable,1,3.333332,1,3,1
730,5,no formal,female,Somalia,escape persecution,child care provider,3-5 years,will look for work,once as tourist,used interpreter,0,3.333332,2,3,1
733,1,4th grade,female,Poland,seek better job,construction worker,none,no plans to look for work,six months with family,tried English but unable,1,36.666668,1,9,1
733,1,8th grade,male,China,reunite with family,gardener,none,no plans to look for work,never,tried English but unable,0,36.666668,2,9,1
733,2,high school,male,France,seek better job,child care provider,5+ years,contract with employer,six months with family,used interpreter,1,36.666668,1,9,1
733,2,8th grade,male,Philippines,seek better job,child care provider,3-5 years,no plans to look for work,six months with family,tried English but unable,0,36.666668,2,9,1
733,3,two-year college,female,Philippines,reunite with family,gardener,3-5 years,contract with employer,many times as tourist,tried English but unable,1,36.666668,1,9,1
733,3,two-year college,female,Germany,reunite with family,nurse,none,interviews with employer,never,tried English but unable,0,36.666668,2,9,1
733,4,high school,female,India,seek better job,teacher,1-2 years,contract with employer,once w/o authorization,fluent English,0,36.666668,1,9,1
733,4,no formal,female,India,seek better job,construction worker,1-2 years,no plans to look for work,many times as tourist,fluent English,1,36.666668,2,9,1
733,5,8th grade,female,France,seek better job,waiter,none,contract with employer,many times as tourist,tried English but unable,1,36.666668,1,9,1
733,5,college degree,male,Philippines,seek better job,child care provider,1-2 years,will look for work,once w/o authorization,fluent English,0,36.666668,2,9,1
734,1,college degree,male,Poland,seek better job,gardener,3-5 years,contract with employer,six months with family,used interpreter,1,-3.3333359,1,1,4
734,1,4th grade,female,Mexico,reunite with family,nurse,1-2 years,interviews with employer,many times as tourist,used interpreter,0,-3.3333359,2,1,4
734,2,high school,male,China,reunite with family,nurse,1-2 years,will look for work,once as tourist,used interpreter,1,-3.3333359,1,1,4
734,2,graduate degree,female,China,seek better job,teacher,1-2 years,interviews with employer,never,broken English,0,-3.3333359,2,1,4
734,3,8th grade,female,Iraq,reunite with family,janitor,3-5 years,will look for work,once as tourist,fluent English,1,-3.3333359,1,1,4
734,3,4th grade,female,India,reunite with family,waiter,3-5 years,interviews with employer,six months with family,fluent English,0,-3.3333359,2,1,4
734,4,high school,female,Somalia,seek better job,construction worker,1-2 years,will look for work,never,used interpreter,1,-3.3333359,1,1,4
734,4,8th grade,female,Iraq,reunite with family,janitor,3-5 years,no plans to look for work,many times as tourist,tried English but unable,0,-3.3333359,2,1,4
734,5,two-year college,male,Philippines,reunite with family,janitor,5+ years,contract with employer,many times as tourist,fluent English,0,-3.3333359,1,1,4
734,5,high school,female,Iraq,seek better job,child care provider,3-5 years,interviews with employer,many times as tourist,tried English but unable,1,-3.3333359,2,1,4
735,1,college degree,male,France,seek better job,teacher,none,no plans to look for work,once as tourist,tried English but unable,0,30,1,9,7
735,1,graduate degree,male,Philippines,seek better job,gardener,3-5 years,no plans to look for work,many times as tourist,fluent English,1,30,2,9,7
735,2,high school,female,Mexico,seek better job,construction worker,1-2 years,will look for work,six months with family,used interpreter,1,30,1,9,7
735,2,no formal,female,China,escape persecution,janitor,5+ years,no plans to look for work,many times as tourist,fluent English,0,30,2,9,7
735,3,college degree,female,Somalia,reunite with family,teacher,5+ years,no plans to look for work,once as tourist,tried English but unable,1,30,1,9,7
735,3,4th grade,male,Mexico,seek better job,janitor,3-5 years,no plans to look for work,never,fluent English,0,30,2,9,7
735,4,college degree,female,China,reunite with family,research scientist,3-5 years,no plans to look for work,once w/o authorization,tried English but unable,1,30,1,9,7
735,4,no formal,male,Poland,reunite with family,child care provider,3-5 years,no plans to look for work,once as tourist,fluent English,0,30,2,9,7
735,5,no formal,female,Philippines,reunite with family,nurse,5+ years,contract with employer,once w/o authorization,broken English,0,30,1,9,7
